id,intended_urgency,intended_emotion,evaluated_urgency,evaluated_emotion,urgency_changed,emotion_changed,any_changed
1422,Low,High,High,High,True,False,True
1423,Low,High,High,High,True,False,True
1424,Low,High,High,High,True,False,True
1425,Low,High,High,High,True,False,True
1426,Low,High,High,High,True,False,True
1427,Low,High,High,High,True,False,True
1428,Low,High,High,High,True,False,True
1429,Low,High,High,High,True,False,True
1430,Low,High,High,High,True,False,True
1431,Low,High,High,High,True,False,True
1432,Low,High,High,High,True,False,True
1433,Low,High,High,High,True,False,True
1434,Low,High,High,High,True,False,True
1435,Low,High,High,High,True,False,True
1436,Low,High,High,High,True,False,True
1437,Low,High,High,High,True,False,True
1438,Low,High,High,High,True,False,True
1439,Low,High,High,High,True,False,True
1441,Low,High,High,High,True,False,True
1442,Low,High,Medium,High,True,False,True
1443,Low,High,High,High,True,False,True
1444,Low,High,High,High,True,False,True
1445,Low,High,High,High,True,False,True
1446,Low,High,High,High,True,False,True
1448,Low,High,High,High,True,False,True
1449,Low,High,High,High,True,False,True
1450,Low,High,High,High,True,False,True
1451,Low,High,High,High,True,False,True
1452,Low,High,High,High,True,False,True
1453,Low,High,High,High,True,False,True
1454,Low,High,High,High,True,False,True
1455,Low,High,High,High,True,False,True
1456,Low,High,Medium,Medium,True,True,True
1457,Low,High,High,High,True,False,True
1458,Low,High,High,High,True,False,True
1459,Low,High,High,High,True,False,True
1460,Low,High,High,High,True,False,True
1461,Low,High,High,High,True,False,True
1462,Low,High,Medium,High,True,False,True
1463,Low,High,High,High,True,False,True
1464,Low,High,Medium,High,True,False,True
1465,Low,High,High,High,True,False,True
1466,Low,High,High,High,True,False,True
1467,Low,High,Medium,High,True,False,True
1468,Low,High,High,High,True,False,True
1469,Low,High,Medium,Medium,True,True,True
1470,Low,High,High,High,True,False,True
1472,Low,High,High,High,True,False,True
1473,Low,High,High,High,True,False,True
1474,Low,High,High,High,True,False,True
1475,Low,High,High,High,True,False,True
1476,Low,High,High,High,True,False,True
1477,Low,High,High,High,True,False,True
1478,Low,High,High,High,True,False,True
1479,Low,High,High,High,True,False,True
1480,Low,High,Medium,High,True,False,True
1481,Low,High,High,High,True,False,True
1482,Low,High,Medium,Medium,True,True,True
1483,Low,High,High,High,True,False,True
1484,Low,High,High,High,True,False,True
1485,Low,High,Medium,Medium,True,True,True
1486,Low,High,Medium,Medium,True,True,True
1487,Low,High,Medium,Medium,True,True,True
1488,Low,High,Low,Medium,False,True,True
1489,Low,High,High,High,True,False,True
1490,Low,High,High,High,True,False,True
1491,Low,High,High,High,True,False,True
1492,Low,High,High,High,True,False,True
1493,Low,High,High,High,True,False,True
1494,Low,High,High,High,True,False,True
1495,Low,High,High,High,True,False,True
1496,Low,High,High,High,True,False,True
1497,Low,High,High,Medium,True,True,True
1498,Low,High,Medium,High,True,False,True
1499,Low,High,High,High,True,False,True
1500,Low,High,High,High,True,False,True
1501,Low,High,Medium,Medium,True,True,True
1502,Low,High,High,High,True,False,True
1503,Low,High,High,High,True,False,True
1504,Low,High,High,High,True,False,True
1505,Low,High,High,High,True,False,True
1506,Low,High,High,High,True,False,True
1507,Low,High,High,High,True,False,True
1508,Low,High,High,High,True,False,True
1509,Low,High,High,High,True,False,True
1510,Low,High,High,High,True,False,True
1511,Low,High,High,High,True,False,True
1512,Low,High,High,High,True,False,True
1513,Low,High,High,High,True,False,True
1514,Low,High,High,High,True,False,True
1515,Low,High,Medium,Medium,True,True,True
1516,Low,High,Medium,High,True,False,True
1517,Low,High,High,High,True,False,True
1518,Low,High,High,Medium,True,True,True
1519,Low,High,High,High,True,False,True
1520,Low,High,High,High,True,False,True
1521,Low,High,High,Medium,True,True,True
1522,Low,High,High,High,True,False,True
1523,Low,High,High,High,True,False,True
1524,Low,High,High,High,True,False,True
1525,Low,High,High,High,True,False,True
1526,Low,High,High,High,True,False,True
1527,Low,High,High,High,True,False,True
1528,Low,High,High,High,True,False,True
1529,Low,High,High,High,True,False,True
1530,Low,High,High,High,True,False,True
1531,Low,High,High,High,True,False,True
1532,Low,High,High,High,True,False,True
1533,Low,High,High,High,True,False,True
1534,Low,High,High,High,True,False,True
1535,Low,High,High,High,True,False,True
1536,Low,High,High,Medium,True,True,True
1537,Low,High,High,High,True,False,True
1538,Low,High,High,High,True,False,True
1539,Low,High,High,High,True,False,True
1540,Low,High,High,High,True,False,True
1541,Low,High,High,High,True,False,True
1542,Low,High,High,High,True,False,True
1543,Low,High,High,High,True,False,True
1544,Low,High,High,High,True,False,True
1545,Low,High,Low,Medium,False,True,True
1546,Low,High,High,Medium,True,True,True
1547,Low,High,High,High,True,False,True
1548,Low,High,High,High,True,False,True
1549,Low,High,High,High,True,False,True
1550,Low,High,High,High,True,False,True
1551,Low,High,Medium,High,True,False,True
1552,Low,High,High,High,True,False,True
1553,Low,High,High,High,True,False,True
1554,Low,High,High,High,True,False,True
1555,Low,High,High,High,True,False,True
1556,Low,High,High,High,True,False,True
1557,Low,High,High,High,True,False,True
1558,Low,High,Medium,High,True,False,True
1559,Low,High,High,High,True,False,True
1560,Low,High,High,High,True,False,True
1561,Low,High,High,High,True,False,True
1562,Low,High,High,High,True,False,True
1563,Low,High,Medium,Medium,True,True,True
1564,Low,High,High,High,True,False,True
1565,Low,High,High,High,True,False,True
1566,Low,High,High,High,True,False,True
1567,Low,High,High,High,True,False,True
1568,Low,High,High,High,True,False,True
1569,Low,High,High,High,True,False,True
1570,Low,High,High,High,True,False,True
1571,Low,High,High,High,True,False,True
1572,Low,High,High,High,True,False,True
1573,Low,High,High,High,True,False,True
1574,Low,High,High,High,True,False,True
1575,Low,High,High,High,True,False,True
1576,Low,High,High,High,True,False,True
1577,Low,High,High,High,True,False,True
1578,Low,High,High,High,True,False,True
1579,Low,High,High,High,True,False,True
1580,Low,High,High,High,True,False,True
1581,Low,High,High,High,True,False,True
1582,Low,High,High,High,True,False,True
1583,Low,High,High,High,True,False,True
1584,Low,High,High,High,True,False,True
1585,Low,High,High,High,True,False,True
1586,Low,High,High,High,True,False,True
1587,Low,High,High,High,True,False,True
1588,Low,High,High,High,True,False,True
1589,Low,High,High,High,True,False,True
1590,Low,High,High,High,True,False,True
1591,Low,High,Low,Medium,False,True,True
1592,Low,High,Medium,Medium,True,True,True
1593,Low,High,High,High,True,False,True
1594,Low,High,High,High,True,False,True
1595,Low,High,High,High,True,False,True
1596,Low,High,Medium,High,True,False,True
1597,Low,High,High,High,True,False,True
1598,Low,High,High,High,True,False,True
1599,Low,High,High,High,True,False,True
1600,Low,High,High,Medium,True,True,True
1601,Low,High,Low,Medium,False,True,True
1602,Low,High,High,Medium,True,True,True
1603,Low,High,High,High,True,False,True
1604,Low,High,High,Medium,True,True,True
1605,Low,High,High,High,True,False,True
1606,Low,High,High,High,True,False,True
1607,Low,High,High,High,True,False,True
1608,Low,High,High,High,True,False,True
1609,Low,High,High,Medium,True,True,True
1610,Low,High,High,Medium,True,True,True
1611,Low,High,High,Medium,True,True,True
1612,Low,High,High,High,True,False,True
1613,Low,High,High,High,True,False,True
1614,Low,High,High,High,True,False,True
1615,Low,High,High,Medium,True,True,True
1616,Low,High,High,High,True,False,True
1617,Low,High,High,Medium,True,True,True
1618,Low,High,High,High,True,False,True
1619,Low,High,High,High,True,False,True
1620,Low,High,High,High,True,False,True
1621,Low,High,High,High,True,False,True
1622,Low,High,Medium,High,True,False,True
1623,Low,High,High,Medium,True,True,True
1624,Low,High,High,High,True,False,True
1625,Low,High,High,Medium,True,True,True
1626,Low,High,High,High,True,False,True
1627,Low,High,Medium,Medium,True,True,True
1628,Low,High,High,High,True,False,True
1629,Low,High,High,High,True,False,True
1630,Low,High,High,High,True,False,True
1631,Low,High,High,High,True,False,True
1632,Low,High,High,High,True,False,True
1633,Low,High,High,High,True,False,True
1634,Low,High,High,High,True,False,True
1635,Low,High,High,High,True,False,True
1636,Low,High,Medium,High,True,False,True
1637,Low,High,High,High,True,False,True
1638,Low,High,High,High,True,False,True
1639,Low,High,Medium,Medium,True,True,True
1640,Low,High,High,Medium,True,True,True
1641,Low,High,High,High,True,False,True
1642,Low,High,High,High,True,False,True
1643,Low,High,High,High,True,False,True
1644,Low,High,High,High,True,False,True
1645,Low,High,High,High,True,False,True
1646,Low,High,High,High,True,False,True
1647,Low,High,High,High,True,False,True
1648,Low,High,High,High,True,False,True
1649,Low,High,Low,Medium,False,True,True
1650,Low,High,High,High,True,False,True
1651,Low,High,High,High,True,False,True
1652,Low,High,Medium,High,True,False,True
1653,Low,High,High,High,True,False,True
1654,Low,High,High,High,True,False,True
1655,Low,High,High,High,True,False,True
1656,Low,High,High,High,True,False,True
1657,Low,High,High,High,True,False,True
1658,Low,High,Medium,High,True,False,True
1659,Low,High,High,High,True,False,True
1660,Low,High,High,High,True,False,True
1661,Low,High,High,High,True,False,True
1663,Low,High,Medium,High,True,False,True
1664,Low,High,High,High,True,False,True
1665,Low,High,High,High,True,False,True
1666,Low,High,High,High,True,False,True
1667,Low,High,High,High,True,False,True
1668,Low,High,Medium,High,True,False,True
1669,Low,High,High,High,True,False,True
1670,Low,High,Medium,High,True,False,True
1671,Low,High,High,High,True,False,True
1672,Low,High,High,High,True,False,True
1673,Low,High,High,High,True,False,True
1674,Low,High,High,High,True,False,True
1675,Low,High,High,High,True,False,True
1676,Low,High,High,High,True,False,True
1677,Low,High,High,High,True,False,True
1678,Low,High,High,High,True,False,True
1679,Low,High,High,High,True,False,True
1680,Low,High,High,High,True,False,True
1681,Low,High,High,High,True,False,True
1682,Low,High,High,High,True,False,True
1683,Low,High,High,High,True,False,True
1684,Low,High,High,High,True,False,True
1685,Low,High,High,High,True,False,True
1686,Low,High,High,High,True,False,True
1687,Low,High,High,High,True,False,True
1688,Low,High,High,High,True,False,True
1689,Low,High,High,High,True,False,True
1690,Low,High,High,High,True,False,True
1691,Low,High,High,High,True,False,True
1692,Low,High,High,High,True,False,True
1693,Low,High,High,High,True,False,True
1694,Low,High,High,High,True,False,True
1695,Low,High,High,High,True,False,True
1696,Low,High,High,Medium,True,True,True
1697,Low,High,High,High,True,False,True
1698,Low,High,High,High,True,False,True
1699,Low,High,High,High,True,False,True
1700,Low,High,High,High,True,False,True
1701,Low,High,High,High,True,False,True
1702,Low,High,High,High,True,False,True
1703,Low,High,High,High,True,False,True
1704,Low,High,High,High,True,False,True
1705,Low,High,High,High,True,False,True
1706,Low,High,High,High,True,False,True
1707,Low,High,High,High,True,False,True
1708,Low,High,High,High,True,False,True
1709,Low,High,High,High,True,False,True
1710,Low,High,High,High,True,False,True
1711,Low,High,High,High,True,False,True
1712,Low,High,High,High,True,False,True
1713,Low,High,High,High,True,False,True
1714,Low,High,High,High,True,False,True
1715,Low,High,High,High,True,False,True
1716,Low,High,High,High,True,False,True
1717,Low,High,High,High,True,False,True
1718,Low,High,High,High,True,False,True
1719,Low,High,High,High,True,False,True
1720,Low,High,High,High,True,False,True
1721,Low,High,High,High,True,False,True
1722,Low,High,High,High,True,False,True
1723,Low,High,High,High,True,False,True
1724,Low,High,High,Medium,True,True,True
1725,Low,High,High,Medium,True,True,True
1726,Low,High,High,High,True,False,True
1727,Low,High,High,Medium,True,True,True
1728,Low,High,High,High,True,False,True
1729,Low,High,High,High,True,False,True
1730,Low,High,High,Medium,True,True,True
1731,Low,High,High,High,True,False,True
1732,Low,High,Medium,High,True,False,True
1733,Low,High,High,High,True,False,True
1734,Low,High,High,High,True,False,True
1735,Low,High,High,High,True,False,True
1736,Low,High,High,High,True,False,True
1737,Low,High,High,High,True,False,True
1738,Low,High,High,High,True,False,True
1739,Low,High,Medium,High,True,False,True
1740,Low,High,High,High,True,False,True
1741,Low,High,High,High,True,False,True
1742,Low,High,High,High,True,False,True
1743,Low,High,High,High,True,False,True
1744,Low,High,High,High,True,False,True
1745,Low,High,High,High,True,False,True
1746,Low,High,High,High,True,False,True
1747,Low,High,High,High,True,False,True
1748,Low,High,High,High,True,False,True
1749,Low,High,High,High,True,False,True
1750,Low,High,High,High,True,False,True
1751,Medium,Low,High,Medium,True,True,True
1752,Medium,Low,High,Medium,True,True,True
1753,Medium,Low,High,Medium,True,True,True
1754,Medium,Low,High,Medium,True,True,True
1755,Medium,Low,High,Medium,True,True,True
1756,Medium,Low,High,Medium,True,True,True
1757,Medium,Low,High,Medium,True,True,True
1758,Medium,Low,High,Medium,True,True,True
1759,Medium,Low,High,Medium,True,True,True
1760,Medium,Low,High,Low,True,False,True
1761,Medium,Low,High,Medium,True,True,True
1762,Medium,Low,Medium,Medium,False,True,True
1763,Medium,Low,High,Medium,True,True,True
1764,Medium,Low,High,Medium,True,True,True
1765,Medium,Low,High,Medium,True,True,True
1766,Medium,Low,High,Medium,True,True,True
1767,Medium,Low,Medium,Medium,False,True,True
1769,Medium,Low,High,Medium,True,True,True
1770,Medium,Low,Medium,Medium,False,True,True
1771,Medium,Low,High,Medium,True,True,True
1772,Medium,Low,High,Medium,True,True,True
1773,Medium,Low,High,Medium,True,True,True
1774,Medium,Low,Low,Low,True,False,True
1775,Medium,Low,High,Medium,True,True,True
1776,Medium,Low,High,High,True,True,True
1777,Medium,Low,High,Medium,True,True,True
1778,Medium,Low,High,Medium,True,True,True
1779,Medium,Low,High,Medium,True,True,True
1780,Medium,Low,High,Medium,True,True,True
1782,Medium,Low,High,Medium,True,True,True
1783,Medium,Low,High,Medium,True,True,True
1784,Medium,Low,High,High,True,True,True
1785,Medium,Low,High,Medium,True,True,True
1786,Medium,Low,High,Medium,True,True,True
1787,Medium,Low,High,Medium,True,True,True
1788,Medium,Low,High,Medium,True,True,True
1789,Medium,Low,High,Medium,True,True,True
1790,Medium,Low,Medium,Medium,False,True,True
1791,Medium,Low,High,Medium,True,True,True
1793,Medium,Low,High,Medium,True,True,True
1794,Medium,Low,High,Medium,True,True,True
1795,Medium,Low,High,Medium,True,True,True
1796,Medium,Low,High,High,True,True,True
1797,Medium,Low,Medium,Medium,False,True,True
1798,Medium,Low,High,High,True,True,True
1799,Medium,Low,High,Medium,True,True,True
1800,Medium,Low,High,Medium,True,True,True
1801,Medium,Low,High,Medium,True,True,True
1802,Medium,Low,High,Medium,True,True,True
1803,Medium,Low,High,Medium,True,True,True
1804,Medium,Low,High,Medium,True,True,True
1805,Medium,Low,High,Medium,True,True,True
1806,Medium,Low,High,High,True,True,True
1807,Medium,Low,Low,Low,True,False,True
1808,Medium,Low,Medium,Medium,False,True,True
1809,Medium,Low,High,Medium,True,True,True
1810,Medium,Low,High,High,True,True,True
1811,Medium,Low,High,Medium,True,True,True
1812,Medium,Low,High,High,True,True,True
1813,Medium,Low,Medium,Medium,False,True,True
1814,Medium,Low,High,High,True,True,True
1815,Medium,Low,High,Medium,True,True,True
1816,Medium,Low,High,High,True,True,True
1817,Medium,Low,High,Medium,True,True,True
1818,Medium,Low,High,Medium,True,True,True
1819,Medium,Low,Medium,Medium,False,True,True
1820,Medium,Low,Medium,Medium,False,True,True
1821,Medium,Low,High,Medium,True,True,True
1822,Medium,Low,High,High,True,True,True
1823,Medium,Low,High,Medium,True,True,True
1824,Medium,Low,High,High,True,True,True
1825,Medium,Low,Low,Low,True,False,True
1826,Medium,Low,High,Medium,True,True,True
1827,Medium,Low,Medium,Medium,False,True,True
1828,Medium,Low,High,Medium,True,True,True
1829,Medium,Low,High,High,True,True,True
1830,Medium,Low,High,High,True,True,True
1831,Medium,Low,High,High,True,True,True
1832,Medium,Low,High,High,True,True,True
1833,Medium,Low,High,Medium,True,True,True
1834,Medium,Low,Medium,Medium,False,True,True
1835,Medium,Low,High,Medium,True,True,True
1836,Medium,Low,High,Medium,True,True,True
1837,Medium,Low,Medium,Medium,False,True,True
1838,Medium,Low,High,Medium,True,True,True
1839,Medium,Low,High,Medium,True,True,True
1840,Medium,Low,High,Medium,True,True,True
1841,Medium,Low,High,Low,True,False,True
1842,Medium,Low,Medium,Medium,False,True,True
1843,Medium,Low,High,Medium,True,True,True
1844,Medium,Low,High,Medium,True,True,True
1846,Medium,Low,High,Medium,True,True,True
1848,Medium,Low,High,Medium,True,True,True
1850,Medium,Low,High,Medium,True,True,True
1851,Medium,Low,High,Medium,True,True,True
1852,Medium,Low,High,Medium,True,True,True
1853,Medium,Low,High,Medium,True,True,True
1854,Medium,Low,High,Medium,True,True,True
1855,Medium,Low,High,Medium,True,True,True
1856,Medium,Low,High,Medium,True,True,True
1858,Medium,Low,Medium,Medium,False,True,True
1859,Medium,Low,High,Medium,True,True,True
1860,Medium,Low,High,Medium,True,True,True
1861,Medium,Low,High,Medium,True,True,True
1862,Medium,Low,High,Medium,True,True,True
1863,Medium,Low,High,Medium,True,True,True
1864,Medium,Low,Medium,Medium,False,True,True
1865,Medium,Low,High,High,True,True,True
1866,Medium,Low,High,High,True,True,True
1867,Medium,Low,High,High,True,True,True
1868,Medium,Low,Medium,Medium,False,True,True
1869,Medium,Low,High,Medium,True,True,True
1871,Medium,Low,High,Medium,True,True,True
1872,Medium,Low,High,High,True,True,True
1873,Medium,Low,High,Medium,True,True,True
1874,Medium,Low,High,Medium,True,True,True
1875,Medium,Low,High,Medium,True,True,True
1876,Medium,Low,High,Medium,True,True,True
1877,Medium,Low,High,Medium,True,True,True
1878,Medium,Low,High,Medium,True,True,True
1879,Medium,Low,High,Medium,True,True,True
1880,Medium,Low,High,Low,True,False,True
1881,Medium,Low,High,Medium,True,True,True
1882,Medium,Low,High,Medium,True,True,True
1883,Medium,Low,High,Medium,True,True,True
1884,Medium,Low,High,Medium,True,True,True
1885,Medium,Low,Medium,Medium,False,True,True
1886,Medium,Low,High,Medium,True,True,True
1887,Medium,Low,High,Medium,True,True,True
1889,Medium,Low,High,Low,True,False,True
1891,Medium,Low,High,Medium,True,True,True
1892,Medium,Low,High,Low,True,False,True
1893,Medium,Low,High,Medium,True,True,True
1894,Medium,Low,High,Low,True,False,True
1895,Medium,Low,High,Medium,True,True,True
1897,Medium,Low,High,Medium,True,True,True
1898,Medium,Low,High,Medium,True,True,True
1899,Medium,Low,High,Medium,True,True,True
1900,Medium,Low,High,Medium,True,True,True
1901,Medium,Low,High,Medium,True,True,True
1902,Medium,Low,High,Medium,True,True,True
1903,Medium,Low,High,Medium,True,True,True
1904,Medium,Low,High,Medium,True,True,True
1906,Medium,Low,High,Medium,True,True,True
1907,Medium,Low,High,Medium,True,True,True
1908,Medium,Low,High,Medium,True,True,True
1909,Medium,Low,High,Medium,True,True,True
1910,Medium,Low,High,Medium,True,True,True
1911,Medium,Low,High,Medium,True,True,True
1914,Medium,Low,High,Medium,True,True,True
1915,Medium,Low,High,High,True,True,True
1916,Medium,Low,High,Medium,True,True,True
1917,Medium,Low,High,Medium,True,True,True
1918,Medium,Low,High,Medium,True,True,True
1920,Medium,Low,High,Medium,True,True,True
1921,Medium,Low,High,Medium,True,True,True
1922,Medium,Low,High,Medium,True,True,True
1923,Medium,Low,High,Medium,True,True,True
1924,Medium,Low,High,Medium,True,True,True
1925,Medium,Low,High,Medium,True,True,True
1926,Medium,Low,High,Medium,True,True,True
1927,Medium,Low,Low,Low,True,False,True
1928,Medium,Low,High,Medium,True,True,True
1929,Medium,Low,High,Medium,True,True,True
1930,Medium,Low,Low,Low,True,False,True
1931,Medium,Low,High,Medium,True,True,True
1932,Medium,Low,Medium,Medium,False,True,True
1933,Medium,Low,Low,Low,True,False,True
1934,Medium,Low,Medium,Medium,False,True,True
1935,Medium,Low,High,Medium,True,True,True
1936,Medium,Low,High,Medium,True,True,True
1937,Medium,Low,High,Medium,True,True,True
1938,Medium,Low,High,Medium,True,True,True
1939,Medium,Low,Medium,Medium,False,True,True
1940,Medium,Low,High,Medium,True,True,True
1941,Medium,Low,High,Medium,True,True,True
1942,Medium,Low,High,Medium,True,True,True
1943,Medium,Low,High,High,True,True,True
1944,Medium,Low,High,Medium,True,True,True
1945,Medium,Low,High,Medium,True,True,True
1946,Medium,Low,High,High,True,True,True
1947,Medium,Low,High,High,True,True,True
1948,Medium,Low,Medium,Medium,False,True,True
1949,Medium,Low,High,High,True,True,True
1950,Medium,Low,High,Medium,True,True,True
1951,Medium,Low,High,High,True,True,True
1952,Medium,Low,Medium,Medium,False,True,True
1953,Medium,Low,Low,Medium,True,True,True
1954,Medium,Low,High,High,True,True,True
1956,Medium,Low,High,Medium,True,True,True
1957,Medium,Low,High,High,True,True,True
1958,Medium,Low,High,Medium,True,True,True
1959,Medium,Low,High,Medium,True,True,True
1960,Medium,Low,Medium,Medium,False,True,True
1961,Medium,Low,High,Medium,True,True,True
1962,Medium,Low,High,Medium,True,True,True
1963,Medium,Low,Medium,Medium,False,True,True
1964,Medium,Low,High,High,True,True,True
1965,Medium,Low,High,Medium,True,True,True
1966,Medium,Low,High,Medium,True,True,True
1967,Medium,Low,Low,Medium,True,True,True
1969,Medium,Low,High,Medium,True,True,True
1970,Medium,Low,High,Medium,True,True,True
1971,Medium,Low,High,Medium,True,True,True
1972,Medium,Low,High,Medium,True,True,True
1973,Medium,Low,High,High,True,True,True
1974,Medium,Low,High,Medium,True,True,True
1975,Medium,Low,High,Medium,True,True,True
1976,Medium,Low,High,High,True,True,True
1977,Medium,Low,High,High,True,True,True
1978,Medium,Low,High,Medium,True,True,True
1979,Medium,Low,High,Medium,True,True,True
1980,Medium,Low,High,Medium,True,True,True
1981,Medium,Low,High,High,True,True,True
1982,Medium,Low,Low,Low,True,False,True
1983,Medium,Low,High,High,True,True,True
1984,Medium,Low,High,High,True,True,True
1985,Medium,Low,High,Medium,True,True,True
1986,Medium,Low,Medium,Medium,False,True,True
1987,Medium,Low,High,Medium,True,True,True
1988,Medium,Low,High,Medium,True,True,True
1989,Medium,Low,High,High,True,True,True
1990,Medium,Low,High,Medium,True,True,True
1991,Medium,Low,High,Medium,True,True,True
1992,Medium,Low,High,Low,True,False,True
1993,Medium,Low,High,Medium,True,True,True
1994,Medium,Low,High,Medium,True,True,True
1995,Medium,Low,High,Medium,True,True,True
1996,Medium,Low,High,Medium,True,True,True
1997,Medium,Low,High,Medium,True,True,True
1998,Medium,Low,High,Medium,True,True,True
1999,Medium,Low,High,High,True,True,True
2000,Medium,Low,High,Medium,True,True,True
2001,Medium,Low,High,Medium,True,True,True
2002,Medium,Low,High,Medium,True,True,True
2003,Medium,Low,High,Low,True,False,True
2004,Medium,Low,High,Medium,True,True,True
2005,Medium,Low,High,Medium,True,True,True
2006,Medium,Low,High,High,True,True,True
2007,Medium,Low,High,Medium,True,True,True
2008,Medium,Low,High,Medium,True,True,True
2009,Medium,Low,High,Low,True,False,True
2010,Medium,Low,High,Low,True,False,True
2011,Medium,Low,High,Medium,True,True,True
2012,Medium,Low,High,Medium,True,True,True
2013,Medium,Low,High,High,True,True,True
2014,Medium,Low,High,Medium,True,True,True
2015,Medium,Low,Medium,Medium,False,True,True
2016,Medium,Low,High,Medium,True,True,True
2018,Medium,Low,High,Medium,True,True,True
2019,Medium,Low,High,Low,True,False,True
2020,Medium,Low,High,Medium,True,True,True
2021,Medium,Low,High,Medium,True,True,True
2022,Medium,Low,High,High,True,True,True
2023,Medium,Low,High,Medium,True,True,True
2025,Medium,Low,High,High,True,True,True
2026,Medium,Low,High,High,True,True,True
2027,Medium,Low,High,Medium,True,True,True
2029,Medium,Low,High,Medium,True,True,True
2030,Medium,Low,High,Medium,True,True,True
2031,Medium,Low,High,Medium,True,True,True
2032,Medium,Low,High,Medium,True,True,True
2033,Medium,Low,High,High,True,True,True
2034,Medium,Low,High,Medium,True,True,True
2035,Medium,Low,High,High,True,True,True
2036,Medium,Low,High,High,True,True,True
2037,Medium,Low,High,High,True,True,True
2038,Medium,Low,High,Medium,True,True,True
2039,Medium,Low,Low,Low,True,False,True
2040,Medium,Low,High,Medium,True,True,True
2041,Medium,Low,High,Medium,True,True,True
2042,Medium,Low,High,Medium,True,True,True
2043,Medium,Low,Medium,Medium,False,True,True
2044,Medium,Low,High,Medium,True,True,True
2045,Medium,Low,High,Medium,True,True,True
2046,Medium,Low,High,Medium,True,True,True
2047,Medium,Low,High,Medium,True,True,True
2048,Medium,Low,High,Medium,True,True,True
2049,Medium,Low,High,Medium,True,True,True
2050,Medium,Low,High,High,True,True,True
2051,Medium,Low,High,Medium,True,True,True
2052,Medium,Low,High,Medium,True,True,True
2053,Medium,Low,High,Medium,True,True,True
2055,Medium,Low,High,Medium,True,True,True
2056,Medium,Low,High,Medium,True,True,True
2057,Medium,Low,High,Medium,True,True,True
2058,Medium,Low,High,Medium,True,True,True
2059,Medium,Low,High,Medium,True,True,True
2060,Medium,Low,High,Medium,True,True,True
2061,Medium,Low,High,Medium,True,True,True
2062,Medium,Low,High,High,True,True,True
2063,Medium,Low,High,Medium,True,True,True
2064,Medium,Low,High,Low,True,False,True
2065,Medium,Low,High,Medium,True,True,True
2066,Medium,Low,High,Medium,True,True,True
2067,Medium,Low,High,Medium,True,True,True
2068,Medium,Low,High,Medium,True,True,True
2069,Medium,Low,High,Medium,True,True,True
2070,Medium,Low,High,Medium,True,True,True
2071,Medium,Low,High,Medium,True,True,True
2072,Medium,Low,High,Medium,True,True,True
2073,Medium,Low,Medium,Medium,False,True,True
2074,Medium,Low,High,Medium,True,True,True
2075,Medium,Low,High,Medium,True,True,True
2076,Medium,Low,Medium,Medium,False,True,True
2077,Medium,Low,High,Medium,True,True,True
2078,Medium,Low,Low,Low,True,False,True
2079,Medium,Low,High,Medium,True,True,True
2080,Medium,Low,Medium,Medium,False,True,True
2081,Medium,Low,High,Medium,True,True,True
2082,Medium,Low,High,Medium,True,True,True
2083,Medium,Low,High,Medium,True,True,True
2084,Medium,Low,High,Medium,True,True,True
2085,Medium,Low,High,Medium,True,True,True
2087,Medium,Low,Medium,Medium,False,True,True
2088,Medium,Low,High,Medium,True,True,True
2089,Medium,Low,High,Medium,True,True,True
2090,Medium,Low,High,Medium,True,True,True
2091,Medium,Low,High,Medium,True,True,True
2092,Medium,Low,High,Medium,True,True,True
2093,Medium,Low,High,Medium,True,True,True
2095,Medium,Low,High,Medium,True,True,True
2096,Medium,Low,High,Medium,True,True,True
2097,Medium,Low,High,High,True,True,True
2098,Medium,Low,High,Medium,True,True,True
2099,Medium,Low,Medium,Medium,False,True,True
2100,Medium,Low,High,Medium,True,True,True
2101,Medium,Low,Medium,Medium,False,True,True
2102,Medium,Low,High,Medium,True,True,True
2103,Medium,Low,High,Medium,True,True,True
2104,Medium,Low,Medium,Medium,False,True,True
2105,Medium,Low,High,High,True,True,True
2106,Medium,Low,Medium,Medium,False,True,True
2107,Medium,Low,High,Medium,True,True,True
2108,Medium,Low,High,Medium,True,True,True
2109,Medium,Low,High,Low,True,False,True
2110,Medium,Low,High,Medium,True,True,True
2111,Medium,Low,High,Medium,True,True,True
2112,Medium,Low,High,Medium,True,True,True
2113,Medium,Low,High,Medium,True,True,True
2114,Medium,Low,High,Medium,True,True,True
2115,Medium,Low,High,Medium,True,True,True
2116,Medium,Low,Medium,Medium,False,True,True
2117,Medium,Low,High,Medium,True,True,True
2118,Medium,Low,High,Medium,True,True,True
2120,Medium,Low,High,Medium,True,True,True
2121,Medium,Low,High,Medium,True,True,True
2122,Medium,Low,High,Medium,True,True,True
2123,Medium,Low,High,Low,True,False,True
2124,Medium,Low,High,Medium,True,True,True
2125,Medium,Low,High,Medium,True,True,True
2126,Medium,Low,High,Low,True,False,True
2128,Medium,Low,High,Medium,True,True,True
2129,Medium,Low,High,Medium,True,True,True
2130,Medium,Low,High,Medium,True,True,True
2131,Medium,Low,High,Low,True,False,True
2132,Medium,Low,High,Medium,True,True,True
2133,Medium,Low,High,Medium,True,True,True
2135,Medium,Low,High,Medium,True,True,True
2136,Medium,Low,High,Medium,True,True,True
2137,Medium,Low,High,Low,True,False,True
2138,Medium,Low,High,Medium,True,True,True
2139,Medium,Low,High,Low,True,False,True
